Mean Chronology  (Calibrated BP - 1950) ,Wild Terrestrial Fauna ,Avian Fauna ,Aquatic Fauna,Indet. Bones,Bovids,Cattle (Bos taurus/indicus),Sheep/Goat (Ovis/Capra Indet.),Iron Smelting,Iron Use,Ceramics,coastalforestmosaic,drycoastalwoodedgrassland,drynorthernwoodedgrassland,drysouthernwoodedgrassland,forest/wood/grasslandmosaic,montaneforest,comoros,kenya,madagascar,rwanda,tanzania
3405.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1884.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1886.5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1562.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1476.5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
2786.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4634.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1879.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1179.0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1293.5,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
697.0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1874.0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1616.0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1180.5,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1397.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2538.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3099.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1863.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1585.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1207.5,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1290.0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1240.5,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1258.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1203.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1175.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1069.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
156.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1054.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1066.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1184.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2505.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2420.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
527.0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
501.5,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
289.0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1693.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2004.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1666.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2187.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1437.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1350.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
953.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1122.0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
929.0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
996.5,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
406.5,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
791.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1617.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1181.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1165.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1076.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2641.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1273.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
862.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
863.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1172.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1187.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
986.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
596.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1388.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1231.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1171.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1317.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1077.0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1256.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
862.5,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1529.5,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1435.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1153.5,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1107.5,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1195.5,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1181.5,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1346.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
983.5,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1070.5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1169.5,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1202.5,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1265.5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1230.5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1200.5,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1242.5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1261.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1235.5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1177.5,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1241.5,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1065.5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1161.5,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1189.0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1149.5,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1231.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1169.5,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1152.5,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1203.5,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1232.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1161.0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1182.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1200.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1170.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1471.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1341.5,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1311.0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
273.0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
386.5,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1470.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1501.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1459.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1152.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1331.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1192.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1503.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1163.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1153.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1473.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2961.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1179.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1167.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4939.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
5395.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1875.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1706.5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4435.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6106.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1412.0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1409.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1453.5,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5832.0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2040.0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1133.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1801.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6095.5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
524.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5086.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1474.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5081.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1294.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
619.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3293.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5572.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
894.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1340.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5822.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1065.5,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1471.5,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1468.5,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1070.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1076.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1076.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1489.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
874.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
824.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
583.0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
953.0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1127.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1100.0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
718.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
243.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
228.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
229.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3121.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1973.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
246.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
249.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3173.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
820.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
309.5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
389.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5602.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5597.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4709.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1734.0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1651.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1613.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2958.5,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
994.0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4563.0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2547.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
436.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1524.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
918.5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5099.0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
664.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2150.5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2415.5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2596.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2628.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2974.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3014.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3018.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3018.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3057.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3089.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
495.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1117.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1165.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3045.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
369.5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3588.0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5595.5,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
250.0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2025.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2215.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5353.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4266.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3657.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3518.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4020.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3802.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
877.5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
989.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
480.5,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1128.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1505.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
249.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
221.0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
324.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
227.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
472.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
254.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
224.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
418.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
209.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
379.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
403.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
224.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
222.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
431.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
157.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
144.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
147.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
216.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1444.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1709.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1344.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1805.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1717.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1747.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1836.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1286.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1395.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1520.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1303.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1435.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1564.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1537.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1615.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1441.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1506.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1757.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2558.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1830.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1403.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1556.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1616.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1717.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1411.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2461.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1712.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1677.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2598.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2442.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1810.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
866.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1813.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
952.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
786.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
572.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
402.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
788.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
800.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
822.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
831.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
800.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
151.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
216.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
298.5,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
223.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
220.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
4690.0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2205.5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1430.5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1813.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1816.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3447.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3291.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1281.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3370.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5660.5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5757.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1811.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
