,Mean Chronology  (Calibrated BP - 1950) ,Wild Terrestrial Fauna ,Avian Fauna ,Aquatic Fauna,Indet. Bones,Bovids,Cattle (Bos taurus/indicus),Sheep/Goat (Ovis/Capra Indet.),Iron Smelting,Iron Use,Ceramics,coastalforestmosaic,drycoastalwoodedgrassland,drynorthernwoodedgrassland,drysouthernwoodedgrassland,forest/wood/grasslandmosaic,montaneforest,comoros,kenya,madagascar,rwanda,tanzania
919,229.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
920,3121.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
921,1973.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
922,246.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
923,249.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
924,3173.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
925,820.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
926,309.5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
927,389.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
928,5602.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
929,5597.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
930,4709.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
931,1734.0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
932,1651.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
933,1613.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
934,2958.5,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
935,994.0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
936,4563.0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
937,2547.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
938,436.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
939,1524.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
940,918.5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
941,5099.0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
942,664.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
943,2150.5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
944,2415.5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
945,2596.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
946,2628.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
947,2974.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
948,3014.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
949,3018.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
950,3018.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
951,3057.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
952,3089.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
953,495.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
954,1117.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
955,1165.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
956,3045.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
957,369.5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
958,3588.0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
959,5595.5,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
960,250.0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
961,2025.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
962,2215.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
963,5353.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
964,4266.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
965,3657.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
966,3518.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
967,4020.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
968,3802.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
969,877.5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
970,989.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
971,480.5,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
972,1128.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
973,1505.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
974,249.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
975,221.0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
976,324.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
977,227.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
978,472.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
979,254.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
980,224.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
981,418.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
982,209.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
983,379.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
984,403.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
985,224.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
986,222.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
987,431.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
988,157.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
989,144.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
990,147.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
991,216.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
992,1444.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
993,1709.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
994,1344.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
995,1805.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
996,1717.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
997,1747.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
998,1836.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
999,2049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1000,1286.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1001,1395.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1002,1520.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1003,1303.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1004,1435.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1005,1564.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1006,1537.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1007,1615.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1008,1441.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1009,1506.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1010,1757.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1011,2558.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1012,1830.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1013,1403.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1014,1556.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1015,1616.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1016,1717.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1017,1411.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1018,2461.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1019,1712.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1020,1677.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1021,2598.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1022,2512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1023,2442.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1024,1810.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1025,866.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1026,1813.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1027,952.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1028,786.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1029,572.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1030,402.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1031,788.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1032,800.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1033,822.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1034,831.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1035,800.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1036,151.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1037,216.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1038,298.5,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1039,223.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1040,220.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1041,4690.0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1042,2205.5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1043,1430.5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1044,1813.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1045,1816.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1046,3447.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1047,3291.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1048,1281.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1049,2212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1050,3370.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1051,5660.5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1052,5757.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1053,1811.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1054,2339.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1055,451.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1056,692.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1057,976.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1058,6073.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1059,1392.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1060,983.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1061,930.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1062,4281.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1063,4109.5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1064,4247.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1065,2062.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1066,1936.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1067,1770.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1068,2419.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1069,2610.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1070,2148.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1071,1937.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1072,2284.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1073,1947.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1074,2596.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1075,1651.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1076,158.5,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1077,525.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1078,598.5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1079,2675.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1080,495.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1081,526.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1082,703.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1083,709.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1084,227.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1085,723.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1086,1406.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1087,244.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1088,1254.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1089,326.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1090,900.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1091,1151.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1092,1151.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1093,1067.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1094,1175.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1095,1084.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1096,1155.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1097,1168.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1098,1876.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1099,559.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1100,822.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1101,1169.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1102,704.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1103,1297.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1104,1095.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1105,1111.0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1106,1369.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1107,997.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1108,1366.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1109,1231.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1110,1403.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1111,1066.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1112,997.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1113,984.5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1114,562.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1115,664.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1116,1919.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1117,1916.5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1118,1507.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1119,1918.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1120,1013.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1121,2716.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1122,956.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1123,1757.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1124,1646.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1125,587.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1126,1084.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1127,1163.5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1128,594.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1129,1085.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1130,617.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1131,616.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1132,857.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1133,1183.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1134,1089.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1135,701.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1136,3146.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1137,4182.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1138,809.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1139,608.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1140,704.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1141,724.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1142,695.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1143,692.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1144,734.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1145,700.0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1146,575.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1147,589.0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1148,730.5,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1149,995.5,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1150,1179.5,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1151,816.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1152,879.5,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1153,922.5,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1154,1069.0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1155,845.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1156,610.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1157,625.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1158,470.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1159,522.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1160,1237.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1161,599.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1162,795.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1163,1923.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1164,1857.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1165,1266.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1166,2241.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1167,829.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1168,790.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1169,1314.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1170,931.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1171,877.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1172,790.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1173,529.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1174,794.5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1175,878.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1176,865.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1177,736.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1178,1615.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1179,1122.5,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1180,1134.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1181,1715.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1182,6251.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1183,2241.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1184,4453.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1185,1711.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1186,522.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1187,1644.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1188,409.5,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1189,625.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1190,1434.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1191,4173.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1192,3478.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1193,397.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1194,4068.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1195,777.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1196,2061.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1197,2685.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
